"geoid","name","lat","lon","parse","uace","uaNAME","uaNAMELSAD10"
"221030413011","Block Group 1","+30.3733125","-090.0820473","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030403092","Block Group 2","+30.4395427","-090.1906905","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030406093","Block Group 3","+30.4496492","-090.0750140","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030406091","Block Group 1","+30.4374612","-090.0771600","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030406092","Block Group 2","+30.4457548","-090.0644999","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030406061","Block Group 1","+30.4566423","-090.0739802","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030406062","Block Group 2","+30.4364898","-090.0611415","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030406063","Block Group 3","+30.4562699","-090.0586202","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030406083","Block Group 3","+30.4727094","-090.0733599","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030406082","Block Group 2","+30.4660567","-090.0627663","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030406081","Block Group 1","+30.4786907","-090.0520621","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030406023","Block Group 3","+30.4713260","-090.1080249","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030403044","Block Group 4","+30.4019932","-090.0990526","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030405013","Block Group 3","+30.4916568","-090.1092968","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030405012","Block Group 2","+30.4834574","-090.1082991","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030412081","Block Group 1","+30.3864410","-090.0694085","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030412082","Block Group 2","+30.3929765","-090.0708190","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030412122","Block Group 2","+30.3802670","-090.0299235","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030412092","Block Group 2","+30.3764130","-090.0575520","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030412093","Block Group 3","+30.3723382","-090.0711586","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030412091","Block Group 1","+30.3781118","-090.0642503","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030412113","Block Group 3","+30.3735162","-090.0394675","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030412112","Block Group 2","+30.3669955","-090.0308079","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"221030412111","Block Group 1","+30.3642623","-090.0489110","within","53794","Mandeville--Covington, LA","Mandeville--Covington, LA Urbanized Area"
"220730053051","Block Group 1","+32.5131071","-092.1721362","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730053052","Block Group 2","+32.5195067","-092.1787590","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730106052","Block Group 2","+32.4713844","-092.0778074","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730102032","Block Group 2","+32.5737485","-092.0725604","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730102031","Block Group 1","+32.5609219","-092.0694783","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730053061","Block Group 1","+32.5206310","-092.1664842","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730053062","Block Group 2","+32.5292134","-092.1682610","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730053031","Block Group 1","+32.5254288","-092.2249218","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730053032","Block Group 2","+32.5290045","-092.2380070","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730102041","Block Group 1","+32.5582563","-092.0612921","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730105053","Block Group 3","+32.4899199","-092.1819078","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730053041","Block Group 1","+32.5169010","-092.1973273","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730053042","Block Group 2","+32.5268028","-092.1910806","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730107002","Block Group 2","+32.4719184","-092.1005471","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730107001","Block Group 1","+32.4863651","-092.1045489","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730002003","Block Group 3","+32.5506501","-092.1003803","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730002004","Block Group 4","+32.5432983","-092.1258898","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730002002","Block Group 2","+32.5440173","-092.1129760","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730002005","Block Group 5","+32.5417973","-092.1006494","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730002001","Block Group 1","+32.5346324","-092.1145072","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730108001","Block Group 1","+32.5069728","-092.1116844","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730108002","Block Group 2","+32.5195852","-092.0930902","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730110002","Block Group 2","+32.4569114","-092.0937254","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730111002","Block Group 2","+32.4995062","-092.1265873","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730111003","Block Group 3","+32.4884164","-092.1218968","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730109004","Block Group 4","+32.4932294","-092.1022916","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730109002","Block Group 2","+32.4921444","-092.0885562","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730109003","Block Group 3","+32.4872244","-092.0959518","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730109001","Block Group 1","+32.4878284","-092.0770130","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730052043","Block Group 3","+32.5429530","-092.1823545","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730052031","Block Group 1","+32.5345495","-092.1556879","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730052032","Block Group 2","+32.5445865","-092.1540201","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730052033","Block Group 3","+32.5472092","-092.1666200","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730001005","Block Group 5","+32.5227306","-092.1170526","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730001002","Block Group 2","+32.5173532","-092.1258934","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730001003","Block Group 3","+32.5121338","-092.1234344","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730001004","Block Group 4","+32.5173623","-092.1153072","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"32.516016)))",NA,NA,NA,NA,NA,NA,NA
"220730001001","Block Group 1","+32.5252692","-092.1281468","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730058002","Block Group 2","+32.5005671","-092.1711822","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730058001","Block Group 1","+32.4904612","-092.1564805","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730051001","Block Group 1","+32.5304295","-092.1380101","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730006003","Block Group 3","+32.5138425","-092.0775952","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730006004","Block Group 4","+32.5134326","-092.0717419","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730006001","Block Group 1","+32.5059626","-092.0771106","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730006002","Block Group 2","+32.5100238","-092.0605033","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730101011","Block Group 1","+32.5554263","-091.9985355","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730059001","Block Group 1","+32.4734451","-092.1715998","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730009001","Block Group 1","+32.4998170","-092.0964459","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730054002","Block Group 2","+32.5227524","-092.1525257","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730054001","Block Group 1","+32.5225433","-092.1418419","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730055003","Block Group 3","+32.5118577","-092.1373444","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730055002","Block Group 2","+32.5041693","-092.1449633","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730055001","Block Group 1","+32.5127817","-092.1516142","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730005002","Block Group 2","+32.5239490","-092.0532482","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730005001","Block Group 1","+32.5309124","-092.0396285","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730005003","Block Group 3","+32.5215964","-092.0675536","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730004011","Block Group 1","+32.5458122","-092.0459472","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730004021","Block Group 1","+32.5352617","-092.0749864","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730004022","Block Group 2","+32.5220618","-092.0740122","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730007002","Block Group 2","+32.5070283","-092.0918555","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730007001","Block Group 1","+32.5140271","-092.0869733","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730011003","Block Group 3","+32.4765829","-092.0961811","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730011001","Block Group 1","+32.4783651","-092.0895615","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730011002","Block Group 2","+32.4730860","-092.0858598","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730014002","Block Group 2","+32.4813077","-092.1256727","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730014001","Block Group 1","+32.4926250","-092.1107019","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730015002","Block Group 2","+32.4602938","-092.1106322","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730017003","Block Group 3","+32.5298663","-092.0875411","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730017001","Block Group 1","+32.5317718","-092.0961456","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220730017002","Block Group 2","+32.5280284","-092.1087305","within","58330","Monroe, LA","Monroe, LA Urbanized Area"
"220570212002","Block Group 2","+29.4627121","-090.3157532","within","32383","Galliano--Larose--Cut Off, LA","Galliano--Larose--Cut Off, LA Urban Cluster"
"220019607002","Block Group 2","+30.2392509","-092.2737697","within","73639","Rayne, LA","Rayne, LA Urban Cluster"
"220019607003","Block Group 3","+30.2315732","-092.2722085","within","73639","Rayne, LA","Rayne, LA Urban Cluster"
"220019607007","Block Group 7","+30.2239772","-092.2720259","within","73639","Rayne, LA","Rayne, LA Urban Cluster"
"220019606024","Block Group 4","+30.2389387","-092.2536851","within","73639","Rayne, LA","Rayne, LA Urban Cluster"
"220019606025","Block Group 5","+30.2267350","-092.2636970","within","73639","Rayne, LA","Rayne, LA Urban Cluster"
"220019606022","Block Group 2","+30.2389269","-092.2639296","within","73639","Rayne, LA","Rayne, LA Urban Cluster"
"220019606023","Block Group 3","+30.2325819","-092.2633043","within","73639","Rayne, LA","Rayne, LA Urban Cluster"
"221090006023","Block Group 3","+29.5916151","-090.6721560","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090017024","Block Group 4","+29.6034990","-090.7525432","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090005023","Block Group 3","+29.6068745","-090.7204629","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090005022","Block Group 2","+29.6001603","-090.7226383","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090015011","Block Group 1","+29.5768183","-090.7533495","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090015023","Block Group 3","+29.5809410","-090.7494754","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090007012","Block Group 2","+29.5939897","-090.7002876","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090007011","Block Group 1","+29.5917528","-090.7083242","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090005011","Block Group 1","+29.6055211","-090.7347219","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090005012","Block Group 2","+29.6021200","-090.7283596","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090001033","Block Group 3","+29.7294868","-090.8142685","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090001041","Block Group 1","+29.7705298","-090.8213371","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090010022","Block Group 2","+29.5600010","-090.6402544","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090010023","Block Group 3","+29.5463533","-090.6057265","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090010021","Block Group 1","+29.5402585","-090.6147629","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090017032","Block Group 2","+29.5900800","-090.7546748","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090017031","Block Group 1","+29.5822965","-090.7351811","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090009012","Block Group 2","+29.5872370","-090.7242886","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090009011","Block Group 1","+29.5838238","-090.7188699","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090007021","Block Group 1","+29.5932820","-090.6927171","within","40375","Houma, LA","Houma, LA Urbanized Area"
"29.590627)))",NA,NA,NA,NA,NA,NA,NA
"221090009021","Block Group 1","+29.5949613","-090.7157148","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090009022","Block Group 2","+29.5945546","-090.7249396","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090001062","Block Group 2","+29.6884524","-090.7761904","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090002033","Block Group 3","+29.6366670","-090.7492829","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090002031","Block Group 1","+29.6513311","-090.7569241","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090003001","Block Group 1","+29.6242816","-090.7559549","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090003002","Block Group 2","+29.6128247","-090.7493236","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090003003","Block Group 3","+29.6009947","-090.7425743","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090003004","Block Group 4","+29.5959707","-090.7351149","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090002013","Block Group 3","+29.6686747","-090.7694786","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090002012","Block Group 2","+29.6449581","-090.7647813","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090008005","Block Group 5","+29.5748658","-090.6821633","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090008001","Block Group 1","+29.5805503","-090.7036844","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090008004","Block Group 4","+29.5848002","-090.6919839","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090008003","Block Group 3","+29.5806428","-090.7129631","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090004012","Block Group 2","+29.6247308","-090.7390509","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090004011","Block Group 1","+29.6215583","-090.7454269","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090004014","Block Group 4","+29.6100807","-090.7403001","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090004013","Block Group 3","+29.6154745","-090.7339245","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090004015","Block Group 5","+29.6153160","-090.7424610","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090004022","Block Group 2","+29.6344212","-090.7418159","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090004021","Block Group 1","+29.6288742","-090.7498419","within","40375","Houma, LA","Houma, LA Urbanized Area"
"221090004023","Block Group 3","+29.6301102","-090.7404710","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570218002","Block Group 2","+29.7213813","-090.6128952","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570218003","Block Group 3","+29.7200234","-090.6091913","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570218004","Block Group 4","+29.7133745","-090.5954576","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570218005","Block Group 5","+29.7186353","-090.6045532","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570202023","Block Group 3","+29.7826649","-090.7911982","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570201001","Block Group 1","+29.7928543","-090.8236513","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570201002","Block Group 2","+29.7896309","-090.8322719","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570201003","Block Group 3","+29.7947785","-090.8307141","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570204003","Block Group 3","+29.7810872","-090.8140117","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570204002","Block Group 2","+29.7875509","-090.8199472","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570204001","Block Group 1","+29.7892573","-090.8152165","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570205003","Block Group 3","+29.7722931","-090.8348355","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570205005","Block Group 5","+29.7825641","-090.8392260","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570205001","Block Group 1","+29.7840339","-090.8256935","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570205002","Block Group 2","+29.7788446","-090.8251546","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570206001","Block Group 1","+29.7964604","-090.8453387","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570206002","Block Group 2","+29.7933598","-090.8380723","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570207032","Block Group 2","+29.8033486","-090.8252462","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570220001","Block Group 1","+29.7897033","-090.8059864","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220570220002","Block Group 2","+29.7954393","-090.8154164","within","40375","Houma, LA","Houma, LA Urbanized Area"
"220790105021","Block Group 1","+31.3215171","-092.4834364","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790115021","Block Group 1","+31.3369830","-092.4110272","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790115022","Block Group 2","+31.3288535","-092.4078894","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790115023","Block Group 3","+31.3422538","-092.4020807","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790115024","Block Group 4","+31.3271845","-092.3884950","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790127002","Block Group 2","+31.2729073","-092.4302706","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790126001","Block Group 1","+31.2757417","-092.4566965","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790126002","Block Group 2","+31.2827044","-092.4675362","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790117002","Block Group 2","+31.3182787","-092.4394723","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790117001","Block Group 1","+31.3239217","-092.4291637","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790122001","Block Group 1","+31.3030499","-092.4589828","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790122003","Block Group 3","+31.2923540","-092.4696049","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790122002","Block Group 2","+31.2978228","-092.4723862","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790113001","Block Group 1","+31.3775984","-092.4189125","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790125001","Block Group 1","+31.2609773","-092.4607683","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790125004","Block Group 4","+31.2674193","-092.4636184","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790130002","Block Group 2","+31.2849871","-092.4180959","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790128001","Block Group 1","+31.2759621","-092.4410374","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790121001","Block Group 1","+31.2891068","-092.4570571","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790121002","Block Group 2","+31.2969727","-092.4596767","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790116001","Block Group 1","+31.3444610","-092.4192364","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790116002","Block Group 2","+31.3312621","-092.4250660","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790116003","Block Group 3","+31.3386303","-092.4294025","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790120001","Block Group 1","+31.2978471","-092.4487677","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790120002","Block Group 2","+31.2873229","-092.4468806","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790124002","Block Group 2","+31.2644172","-092.4803715","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790124001","Block Group 1","+31.2750593","-092.4771851","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790124003","Block Group 3","+31.2479847","-092.4933426","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790129001","Block Group 1","+31.2916064","-092.4280560","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790139003","Block Group 3","+31.3079403","-092.4546209","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790139001","Block Group 1","+31.3193622","-092.4565694","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790123012","Block Group 2","+31.2633377","-092.4963133","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790138001","Block Group 1","+31.3298529","-092.5283423","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790123021","Block Group 1","+31.2888922","-092.4812590","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790123022","Block Group 2","+31.2927889","-092.4893976","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790123023","Block Group 3","+31.2831285","-092.4901765","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790110003","Block Group 3","+31.3046792","-092.4752599","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790110002","Block Group 2","+31.3070450","-092.4686973","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220790110001","Block Group 1","+31.3108961","-092.4692913","within","01279","Alexandria, LA","Alexandria, LA Urbanized Area"
"220679505004","Block Group 4","+32.7652604","-091.9030596","within","05437","Bastrop, LA","Bastrop, LA Urban Cluster"
"220679505001","Block Group 1","+32.7896160","-091.8965789","within","05437","Bastrop, LA","Bastrop, LA Urban Cluster"
"220679505002","Block Group 2","+32.7758187","-091.9055226","within","05437","Bastrop, LA","Bastrop, LA Urban Cluster"
"220679505003","Block Group 3","+32.7886912","-091.9074478","within","05437","Bastrop, LA","Bastrop, LA Urban Cluster"
"220679504001","Block Group 1","+32.7883452","-091.9173334","within","05437","Bastrop, LA","Bastrop, LA Urban Cluster"
"220679504002","Block Group 2","+32.7802617","-091.9347326","within","05437","Bastrop, LA","Bastrop, LA Urban Cluster"
"220679504003","Block Group 3","+32.7850503","-091.9248953","within","05437","Bastrop, LA","Bastrop, LA Urban Cluster"
"220679508003","Block Group 3","+32.7714791","-091.9385906","within","05437","Bastrop, LA","Bastrop, LA Urban Cluster"
"220679508001","Block Group 1","+32.7714692","-091.9187327","within","05437","Bastrop, LA","Bastrop, LA Urban Cluster"
"220930402004","Block Group 4","+30.0387787","-090.6929503","within","34151","Gramercy--Lutcher, LA","Gramercy--Lutcher, LA Urban Cluster"
"220930402002","Block Group 2","+30.0494881","-090.7037720","within","34151","Gramercy--Lutcher, LA","Gramercy--Lutcher, LA Urban Cluster"
"220930402003","Block Group 3","+30.0469950","-090.7084651","within","34151","Gramercy--Lutcher, LA","Gramercy--Lutcher, LA Urban Cluster"
"221190317002","Block Group 2","+32.6008267","-093.2888655","within","57493","Minden, LA","Minden, LA Urban Cluster"
"221190320004","Block Group 4","+32.6243858","-093.2746201","within","57493","Minden, LA","Minden, LA Urban Cluster"
"221190318003","Block Group 3","+32.6221121","-093.2951591","within","57493","Minden, LA","Minden, LA Urban Cluster"
"221190318001","Block Group 1","+32.6317207","-093.2935142","within","57493","Minden, LA","Minden, LA Urban Cluster"
"221190318002","Block Group 2","+32.6280511","-093.2826172","within","57493","Minden, LA","Minden, LA Urban Cluster"
"32.626693)))",NA,NA,NA,NA,NA,NA,NA
"221190319003","Block Group 3","+32.6121198","-093.2831065","within","57493","Minden, LA","Minden, LA Urban Cluster"
"221190319001","Block Group 1","+32.6187879","-093.2770844","within","57493","Minden, LA","Minden, LA Urban Cluster"
"221190319004","Block Group 4","+32.6116357","-093.2736189","within","57493","Minden, LA","Minden, LA Urban Cluster"
"221190319002","Block Group 2","+32.6048296","-093.2814842","within","57493","Minden, LA","Minden, LA Urban Cluster"
"221179508004","Block Group 4","+30.7764268","-089.8498440","within","08731","Bogalusa, LA","Bogalusa, LA Urban Cluster"
"221030408053","Block Group 3","+30.2226101","-089.7898243","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030408054","Block Group 4","+30.2135248","-089.7956358","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"30.213504)))",NA,NA,NA,NA,NA,NA,NA
"221030408052","Block Group 2","+30.2252473","-089.8092465","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030411052","Block Group 2","+30.2885039","-089.7957912","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030411051","Block Group 1","+30.2935073","-089.8146205","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030411054","Block Group 4","+30.2796996","-089.8203340","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030411053","Block Group 3","+30.2788450","-089.7947820","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030408063","Block Group 3","+30.2511981","-089.7463235","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030408041","Block Group 1","+30.2367099","-089.7813084","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030411012","Block Group 2","+30.2950193","-089.8415104","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"30.297473)))",NA,NA,NA,NA,NA,NA,NA
"221030411011","Block Group 1","+30.2821148","-089.8330124","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030408014","Block Group 4","+30.2450375","-089.7842136","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030408013","Block Group 3","+30.2485510","-089.7839071","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030408011","Block Group 1","+30.2574093","-089.7798108","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030408012","Block Group 2","+30.2497845","-089.7677084","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
"221030410022","Block Group 2","+30.2813797","-089.7644617","within","82468","Slidell, LA","Slidell, LA Urbanized Area"
